Employee ID,Name,Age,Gender,Department,Position,Manager,Contact Information,Emergency Contact,Leave Type,Reason for Leave,Leave Start Date,Leave End Date,Return to Work Date,Duration,Leave Request Date,Approval Status,Leave Approval Date,Notification Method,Substitute/Backup Employee,Training Required,Previous Leave History,Leave Balance,Annual Leave Quota,Remote Work Option,Health Status,Comments from HR,Document Attachment,Cost Center
0647f3d3-e2b4-4465-83f4-0fc3daced77e,Jordan Moran,55,Other,IT,Translator,Shelly Lynch MD,(846)532-2937,383-783-6550x0428,Maternity,Vacation travel,2023-11-01,2023-11-28,2023-11-29,27,2023-10-27,Approved,2023-10-28,Email,Christopher Mueller,True,5 leaves in the past year,1,23,True,Good,No issues,None,Blake and Sons
9781ab1a-1872-448d-bcc6-44ff5cd56e86,Patrick Patrick,52,Male,IT,Holiday representative,Melissa Dean,001-568-944-1304,(583)905-7018,Sick,Educational course,2024-03-21,2024-04-17,2024-04-18,27,2024-03-12,Denied,2024-03-21,Phone call,Brooke Williamson,False,2 leaves in the past year,24,28,False,Good,Requires follow-up,None,"Johnson, Murphy and Mccormick"
a651d214-aa9a-434e-8414-97fbfa6a30e5,Nicholas Livingston,40,Male,HR,Financial controller,Luke Fernandez,001-816-704-2623x71580,978-659-3775,Annual,Vacation travel,2023-07-24,2023-07-31,2023-08-01,7,2023-07-15,Approved,2023-07-19,Phone call,Adam Robinson,True,0 leaves in the past year,0,16,True,Good,No comments,None,Heath-Rivera
c7fa6974-4167-4daa-86f0-7286db058901,Justin Garza,42,Male,HR,"Exhibitions officer, museum/gallery",Denise Jensen,(908)912-8600x65793,806.313.4329x5215,Sick,Educational course,2024-03-26,2024-04-01,2024-04-02,6,2024-03-16,Approved,2024-03-24,Phone call,Rebecca Scott,True,5 leaves in the past year,19,16,False,Good,Requires follow-up,None,Wheeler PLC
c0ce636e-e278-4004-a5fe-d0c23f3ca3f6,Teresa Lopez,48,Other,Sales,"Administrator, charities/voluntary organisations",Larry Allen,(885)221-3554x68390,2602245959,Paternity,Medical treatment,2024-03-06,2024-04-02,2024-04-03,27,2024-02-26,Approved,2024-03-04,Email,Shannon Rogers,True,2 leaves in the past year,29,29,True,Good,No issues,fly.tiff,"Nguyen, Parrish and Wall"
21eb5ee8-8811-49a5-8415-53cfa570aa30,Debbie Santiago,63,Male,Sales,Geographical information systems officer,Jason Collins,+1-213-339-4966x42901,001-592-251-7237,Sick,Family obligation,2024-05-02,2024-05-07,2024-05-08,5,2024-04-29,Denied,2024-04-27,Email,Heather Rose,False,4 leaves in the past year,21,18,True,Good,No comments,None,"Hanson, Hicks and Gomez"
cf6d7dab-e15a-4608-a7a8-c68772004b40,Alexandra Hunter,44,Male,HR,"Radiographer, diagnostic",Dr. Tracy Nichols,650-439-2174x1792,8925918664,Maternity,Vacation travel,2023-07-05,2023-07-25,2023-07-26,20,2023-06-28,Approved,2023-07-03,Email,Ashley Mitchell,True,4 leaves in the past year,14,17,False,Good,Reviewed,continue.wav,Beck PLC
ea2851e7-fa25-4dce-b61e-76f7ce5a9169,Stacey Brown,40,Male,IT,"Designer, jewellery",Jasmine Torres,531.798.3964,001-529-612-2162x5125,Paternity,Medical treatment,2024-03-20,2024-04-06,2024-04-07,17,2024-03-18,Approved,2024-03-17,Email,Timothy Thompson,False,0 leaves in the past year,16,22,True,Good,Requires follow-up,None,"Ramirez, Brown and Tran"
0b803f16-8fd1-4eb1-af26-bf1030608d23,John Caldwell,58,Other,IT,Advertising account planner,Alan Walton,(912)942-3581x78144,+1-455-888-8056x5765,Maternity,Family obligation,2023-10-06,2023-10-22,2023-10-23,16,2023-10-03,Approved,2023-10-01,Email,Miranda Meadows,False,2 leaves in the past year,5,20,True,Good,No comments,None,Brown-Frank
eb040757-6cc6-4b70-9506-c2151d8d6413,Gregory Mitchell,28,Other,Sales,Curator,Laura Green,001-917-626-1471x601,507-432-7022x006,Maternity,Medical treatment,2024-04-23,2024-05-01,2024-05-02,8,2024-04-17,Approved,2024-04-20,Email,Kelsey Winters,True,0 leaves in the past year,15,17,False,Good,No comments,None,Quinn-Everett
de5e9b57-f9ab-48aa-bee7-a408f8aefdda,Melissa Hess,45,Female,HR,"Sound technician, broadcasting/film/video",Douglas Chandler,(579)690-0834x19502,+1-312-303-4434x6987,Paternity,Medical treatment,2023-12-06,2023-12-07,2023-12-08,1,2023-11-26,Denied,2023-12-04,Phone call,Erin Richardson,False,0 leaves in the past year,24,14,False,Good,No issues,general.webm,Lawson Group
7c5fe6ee-679b-4354-848c-d33a57b9f5b8,Madison Evans,44,Other,HR,"Scientist, clinical (histocompatibility and immunogenetics)",Mr. Tyler Cooper PhD,835-463-3593x391,9304088542,Sick,Family obligation,2023-12-31,2024-01-15,2024-01-16,15,2023-12-24,Approved,2023-12-31,Phone call,Sarah Moss,True,3 leaves in the past year,10,23,False,Good,No issues,None,Fitzgerald Inc
7ee82973-322a-4474-a1f5-4cff40b18c63,Amber Ellison,36,Female,Sales,Dance movement psychotherapist,Amanda Hughes,574-527-6322,420-839-8872x40287,Annual,Medical treatment,2023-10-31,2023-11-23,2023-11-24,23,2023-10-27,Denied,2023-10-29,Phone call,Robert Briggs,False,5 leaves in the past year,11,29,True,Good,Requires follow-up,None,Harris Ltd
7296f469-744a-444d-8c85-10756e61df98,Stephanie Ward,28,Female,IT,Architect,Emily Marshall,405-482-2180x66214,+1-474-490-4688x965,Sick,Vacation travel,2023-05-22,2023-06-04,2023-06-05,13,2023-05-19,Denied,2023-05-19,Email,Jennifer Richards MD,False,4 leaves in the past year,28,15,False,Good,Reviewed,None,"Winters, Carrillo and Graham"
f04216e7-3532-41c2-b941-8d0acd37d213,Mrs. Diana Crawford DVM,58,Male,Operations,Radio broadcast assistant,Gregory Miller,9984366725,(580)273-8724x12793,Paternity,Family obligation,2023-09-20,2023-10-02,2023-10-03,12,2023-09-10,Denied,2023-09-15,Phone call,Richard Morris,True,1 leaves in the past year,30,16,True,Good,No comments,None,Tucker-Smith
d70067ea-93ad-4f00-9648-b6b8da1bdf15,Curtis Finley,59,Female,HR,Best boy,Eddie Barker,001-728-265-5620x80865,300.402.3353,Paternity,Medical treatment,2024-02-28,2024-03-04,2024-03-05,5,2024-02-27,Approved,2024-02-27,Email,Christy Smith,True,5 leaves in the past year,18,22,True,Good,No comments,None,Mcgee-Anderson
13a0bc51-6cdb-44a6-9126-e2a6b2c36bf8,Kylie Miller,48,Female,Marketing,Research scientist (life sciences),Kelly Caldwell,(461)808-0154x3101,959.435.7406,Maternity,Family obligation,2023-10-26,2023-11-18,2023-11-19,23,2023-10-17,Approved,2023-10-26,Phone call,Virginia Johnson,False,2 leaves in the past year,22,25,False,Good,Reviewed,None,Blevins-Hurst
ba4830d6-00bf-488e-b9b6-57e6f479eb94,Lauren Bowman MD,41,Male,HR,"Surveyor, commercial/residential",Mark Miller,001-235-209-1740x33928,6769967326,Sick,Family obligation,2023-09-15,2023-10-13,2023-10-14,28,2023-09-13,Approved,2023-09-14,Phone call,William Washington,False,2 leaves in the past year,20,26,True,Good,No issues,None,Bailey-Thomas
3009ee44-4d55-4145-aa47-e538fa97e372,Ray Ford,41,Female,Operations,Radiation protection practitioner,John Newton,+1-771-846-0573x90689,372-670-8540,Maternity,Educational course,2024-03-02,2024-03-09,2024-03-10,7,2024-02-28,Approved,2024-02-28,Phone call,Martin Allison,False,1 leaves in the past year,20,22,True,Good,Reviewed,None,Gonzalez Group
972ea2fe-8385-472a-aed7-bbf9572c35bc,Matthew Mooney,45,Female,Sales,Chief Financial Officer,Randy Luna,844-498-6016,821.456.3999x73016,Paternity,Family obligation,2023-05-28,2023-06-19,2023-06-20,22,2023-05-22,Approved,2023-05-25,Email,Emily Clark,False,3 leaves in the past year,29,15,True,Good,No issues,None,Vega and Sons
65c55e37-4aa7-4a2f-a23c-bd2e36d6573c,Jonathan Jones,22,Female,Marketing,"Conservator, furniture",David Jackson,355.444.7371,001-954-260-2523x342,Paternity,Medical treatment,2023-05-21,2023-06-02,2023-06-03,12,2023-05-14,Approved,2023-05-16,Phone call,Kevin Brown,False,1 leaves in the past year,6,11,True,Good,No comments,go.mp3,"Bell, Gregory and Cain"
18c77303-a689-44db-abff-054ddff36e05,Kyle Peterson,26,Male,IT,"Engineer, maintenance (IT)",Robert Smith,001-411-882-6358,(472)281-4722x324,Maternity,Vacation travel,2023-05-31,2023-06-28,2023-06-29,28,2023-05-27,Denied,2023-05-28,Phone call,Theresa Sims,True,2 leaves in the past year,20,27,False,Good,Requires follow-up,None,Kim-Hunt
3bfb6f46-36c3-462f-9c8c-1ae8aae5fac9,Paul Mckenzie,19,Other,Marketing,"Development worker, community",Christina Ramirez,775-284-5701,357-466-8741x03716,Maternity,Educational course,2023-08-25,2023-09-22,2023-09-23,28,2023-08-23,Denied,2023-08-23,Email,Erin Hamilton,False,2 leaves in the past year,26,17,False,Good,Reviewed,evidence.txt,Farrell Inc
f33e43e5-9ba1-4217-a711-676467b0704a,Taylor Singh,49,Female,Operations,"Engineer, agricultural",Rhonda Webb,489-448-7363x08398,+1-997-932-2444,Paternity,Family obligation,2023-10-17,2023-10-26,2023-10-27,9,2023-10-13,Approved,2023-10-14,Phone call,Hannah Figueroa,False,0 leaves in the past year,21,29,True,Good,No comments,None,"Wagner, Flynn and Tate"
9071ef5b-a3e9-4f59-a5a1-c23202b68a4a,Walter Norton,65,Female,HR,"Librarian, public",Catherine Graham,348-324-7400x863,916.310.9352x595,Maternity,Educational course,2023-11-09,2023-11-16,2023-11-17,7,2023-11-05,Approved,2023-11-08,Email,Virginia Brown,False,3 leaves in the past year,7,27,True,Good,Requires follow-up,None,Kelley Group
6e1ad621-f0b3-43c5-bdeb-2af3fd55367d,Michael Wells,38,Female,IT,Trade union research officer,Amber Olsen,999.391.4950x0847,+1-476-596-5277x259,Maternity,Medical treatment,2024-04-04,2024-04-14,2024-04-15,10,2024-03-28,Approved,2024-03-31,Email,Faith Patton,False,3 leaves in the past year,1,13,True,Good,No issues,None,Walsh Group
5a4c7e89-289f-4d03-8c50-af6ce0bf244c,Jason Macdonald,34,Male,IT,Legal executive,Meghan Baldwin,632-785-6786,+1-916-508-1587,Maternity,Educational course,2023-05-26,2023-05-31,2023-06-01,5,2023-05-19,Denied,2023-05-22,Phone call,Donald Keller,False,2 leaves in the past year,28,21,False,Good,No comments,None,"Sanders, Grant and Cox"
4e8772aa-b340-4b8e-9592-8dd7023c588f,Anita Jackson,40,Female,Operations,Farm manager,Christopher Chambers,(273)560-4188x098,971-912-1800x3178,Maternity,Educational course,2023-11-30,2023-12-17,2023-12-18,17,2023-11-23,Approved,2023-11-26,Email,Karen Thomas,True,1 leaves in the past year,3,26,False,Good,Please update contact details,specific.txt,Thornton PLC
94eaf1f8-bd42-4251-aea3-52b9e78b0730,Terri Tran,53,Male,HR,"Radiographer, therapeutic",Morgan Burns,001-265-230-3961,770.332.3699x67616,Paternity,Medical treatment,2023-08-13,2023-08-30,2023-08-31,17,2023-08-03,Denied,2023-08-12,Phone call,Christopher Henderson,True,2 leaves in the past year,24,11,False,Good,Requires follow-up,None,"Cantrell, Rush and Rollins"
2166cf8d-ce5a-4739-8685-c00ce6479b02,Jennifer Jackson,24,Male,Operations,Legal executive,Melinda Harper,+1-530-674-1020,001-512-480-2096,Annual,Medical treatment,2023-09-06,2023-10-02,2023-10-03,26,2023-09-03,Denied,2023-09-06,Phone call,Michael Moore,True,2 leaves in the past year,6,17,False,Good,No issues,concern.flac,Glover-Dominguez
b8cbcfa7-b3cb-489d-a58a-c96dc43d40bf,Michael Rodriguez,63,Other,Sales,Leisure centre manager,James Best,(906)277-8128x335,(357)703-1330,Annual,Medical treatment,2023-09-09,2023-09-27,2023-09-28,18,2023-08-31,Approved,2023-09-06,Phone call,Stephen Campbell,True,5 leaves in the past year,4,13,True,Good,Reviewed,None,Burnett PLC
5ed142b4-e252-4db4-96d8-302508c5955c,Jack Dunn,48,Female,IT,"Programmer, multimedia",Susan Martin DVM,961.522.5958x028,(807)538-0270,Maternity,Medical treatment,2023-12-04,2023-12-21,2023-12-22,17,2023-11-29,Denied,2023-12-01,Email,Rachael Beltran,False,1 leaves in the past year,16,12,True,Good,No comments,None,Bush Group
e67983f3-00c4-4153-98c0-b45f16eedb0e,David Olson,64,Other,Marketing,"Conservator, furniture",John Norton,3929187355,+1-303-456-8016x469,Annual,Medical treatment,2023-11-21,2023-12-03,2023-12-04,12,2023-11-12,Approved,2023-11-19,Email,Grant Wilkerson,True,0 leaves in the past year,11,30,False,Good,No comments,None,"Peters, Schultz and Mckee"
87bb00c4-af83-4e9c-8119-d6c728963c37,Joshua Hines,48,Other,HR,"Horticulturist, commercial",Allison Herman,(867)958-0639x5984,+1-658-287-4205x3355,Paternity,Educational course,2023-06-11,2023-06-26,2023-06-27,15,2023-06-08,Denied,2023-06-10,Email,Kenneth Andrews,False,2 leaves in the past year,6,28,True,Good,No comments,None,Stevenson LLC
f4cd7836-b1c0-4e23-b3ad-29e0ded55f1a,Mariah Soto,37,Other,IT,Aeronautical engineer,Gary Simpson,001-359-977-2265x38394,353.576.8780,Sick,Educational course,2023-07-26,2023-08-17,2023-08-18,22,2023-07-25,Approved,2023-07-21,Email,John Flores,False,5 leaves in the past year,9,16,False,Good,No comments,role.js,Hall-Allen
8976f891-0667-4045-891c-ae4751865404,Jared Mercer,63,Other,Sales,Industrial buyer,Lauren Dominguez,(273)400-2218,269-424-0616x06239,Annual,Family obligation,2023-11-14,2023-12-11,2023-12-12,27,2023-11-11,Denied,2023-11-13,Email,Jose Wright,False,1 leaves in the past year,22,21,False,Good,No issues,None,"Adams, Davis and Yang"
d52f306e-ca32-41ad-a01a-c428c32f569e,Dylan Dean,38,Other,HR,Administrator,Justin Greer,403.372.5133,387.570.9422,Annual,Vacation travel,2023-10-20,2023-10-24,2023-10-25,4,2023-10-19,Denied,2023-10-20,Email,Jason Caldwell,True,5 leaves in the past year,3,15,False,Good,Please update contact details,None,Mercado-Romero
7b247b6a-9a88-4566-b5bf-ddd6cfaea14f,Amanda Collins,57,Female,HR,Make,Jamie Madden,+1-851-249-3468x62488,4948079167,Paternity,Educational course,2023-12-06,2023-12-17,2023-12-18,11,2023-11-28,Denied,2023-12-01,Email,William James,False,4 leaves in the past year,4,17,False,Good,Requires follow-up,None,Harris Ltd
6f821eaf-d427-4875-8076-c41746c80f9a,Christopher Mitchell,22,Male,Marketing,Medical secretary,Ann Watson,(841)494-1032,760-338-5713,Annual,Family obligation,2023-07-12,2023-07-17,2023-07-18,5,2023-07-07,Approved,2023-07-10,Phone call,Michael Smith,False,4 leaves in the past year,3,20,False,Good,No issues,move.css,Ellis-Perkins
267d42a5-4b4a-47e4-bbf5-4bc95d4f6017,Alexis Chaney,23,Female,Operations,Tour manager,Miranda Sims,897.545.8845,538-657-4965,Annual,Medical treatment,2024-01-20,2024-02-14,2024-02-15,25,2024-01-14,Approved,2024-01-19,Email,Michael Smith,False,0 leaves in the past year,17,27,False,Good,No comments,drive.flac,"Martinez, Bennett and Riley"
c8737546-7fcf-41ae-abb9-cb415f449ee4,George Jackson,31,Male,Sales,Graphic designer,Jamie Hubbard,+1-562-931-4690,608-990-8101x88125,Paternity,Medical treatment,2023-07-28,2023-08-19,2023-08-20,22,2023-07-24,Denied,2023-07-28,Phone call,Joseph Baker,True,2 leaves in the past year,4,19,False,Good,No comments,None,Juarez and Sons
e310847a-b3d0-4ebc-8123-b9cee720f889,Shaun Taylor,57,Female,IT,Ecologist,John Dudley MD,001-937-613-2665,8363549684,Annual,Vacation travel,2023-06-18,2023-06-24,2023-06-25,6,2023-06-09,Approved,2023-06-17,Email,Joshua Flores,True,3 leaves in the past year,21,13,True,Good,Please update contact details,None,Perez-Jensen
b7d866d2-8cdd-419f-89df-57043ddc5db6,Richard Cantrell,30,Male,Marketing,Graphic designer,Chelsey Sharp,001-795-865-5404x34825,405.642.9990x1932,Sick,Family obligation,2023-08-21,2023-08-29,2023-08-30,8,2023-08-18,Denied,2023-08-16,Phone call,Jason Berry,False,0 leaves in the past year,28,28,True,Good,No comments,per.mp3,Estrada Ltd
4d2b2ac1-6e73-4ed8-a3bf-29e2f66b6e8d,Julie Smith,38,Other,Marketing,Advice worker,Kristin Huff,971.870.2511,001-575-517-9927x98287,Annual,Family obligation,2023-09-24,2023-10-17,2023-10-18,23,2023-09-22,Denied,2023-09-23,Phone call,Jason Blake,False,0 leaves in the past year,28,21,True,Good,Please update contact details,None,"Buchanan, Morales and Calhoun"
0e5eee19-a082-415b-b52c-d3f4e96d4f76,Mindy Davis,29,Female,Marketing,Field trials officer,Scott Gates,952-707-2031x71735,3612978872,Paternity,Family obligation,2023-07-25,2023-08-03,2023-08-04,9,2023-07-23,Denied,2023-07-20,Phone call,Michael Williams,True,3 leaves in the past year,6,23,True,Good,No comments,into.txt,"Jordan, Thompson and Rose"
d2f9ce4d-4d2f-45cf-ae14-05233e95e855,Laura Johnson,37,Other,Marketing,Armed forces operational officer,Michele Sandoval,001-525-428-7881,001-550-832-6882x8305,Paternity,Family obligation,2023-09-20,2023-09-28,2023-09-29,8,2023-09-12,Denied,2023-09-15,Email,Ryan Holland,False,0 leaves in the past year,21,30,True,Good,No comments,None,Oconnor-Stuart
de490f05-af96-47f7-8053-4b8096fd0aa2,Connor Castillo,63,Male,HR,Petroleum engineer,Debra Jackson,(256)515-0626,580-855-2525,Annual,Vacation travel,2023-06-16,2023-07-04,2023-07-05,18,2023-06-09,Approved,2023-06-13,Phone call,Willie Mora,False,3 leaves in the past year,22,15,True,Good,Requires follow-up,None,"Monroe, Clark and Jordan"
0cf27db3-96ea-4fb4-80f4-f7666bcf75fe,Justin Mayer,32,Male,IT,Musician,Todd Brown,001-654-615-8787x49229,(634)444-8971,Paternity,Vacation travel,2023-08-08,2023-09-02,2023-09-03,25,2023-07-30,Denied,2023-08-06,Email,Amanda Wheeler,False,2 leaves in the past year,12,16,True,Good,Reviewed,None,Wilson-Cook
41bc7032-8775-401f-ad8c-0df35e919f0d,Rebecca Lee DVM,55,Other,Marketing,Chief of Staff,Thomas Juarez,6027084651,001-611-550-5962x894,Paternity,Educational course,2023-11-17,2023-11-20,2023-11-21,3,2023-11-15,Approved,2023-11-13,Email,Jeremy Jordan,True,0 leaves in the past year,0,22,True,Good,No comments,None,"Williams, Scott and Douglas"
e0ae7cda-b843-4f1e-9f57-e5ea93dbf2d5,Katelyn Smith,61,Female,Operations,Market researcher,Matthew Jones,4967302952,001-800-948-3105x84463,Maternity,Medical treatment,2023-12-22,2024-01-09,2024-01-10,18,2023-12-21,Denied,2023-12-21,Email,Gabrielle Black,True,3 leaves in the past year,14,23,False,Good,No comments,data.mp3,Morris LLC
238ab136-b389-4188-844a-a530b294ee06,Susan Clark,18,Female,Marketing,Theatre director,Christina Turner,532-993-2128x9871,625.471.6051x7679,Maternity,Vacation travel,2023-05-05,2023-05-26,2023-05-27,21,2023-04-28,Approved,2023-05-02,Phone call,Michelle Cook,True,0 leaves in the past year,12,12,True,Good,Requires follow-up,None,"Jarvis, Parker and Taylor"
b8db979f-2001-4575-871a-de95fec19b89,Dean Copeland,46,Female,Operations,"Geologist, engineering",Maria Duncan,525.289.7757x5199,(280)885-3678x437,Paternity,Vacation travel,2023-08-06,2023-08-22,2023-08-23,16,2023-08-04,Denied,2023-08-04,Phone call,Robert Martinez,False,4 leaves in the past year,0,20,False,Good,Please update contact details,None,Thompson PLC
dd626065-8045-4f0b-9676-ec4bf8bc05db,Brian Moore,52,Female,Operations,"Teacher, music",Jorge Johnson,875-840-8008,669-422-8555,Annual,Vacation travel,2023-12-07,2023-12-11,2023-12-12,4,2023-12-03,Approved,2023-12-07,Email,Scott Leonard,True,1 leaves in the past year,25,22,True,Good,Requires follow-up,None,"Diaz, Horn and Holmes"
3f72f8f7-3421-4597-aca5-fa44bb0e3390,Tracey Adams,32,Male,Marketing,"Education officer, environmental",Jessica Cole,350-918-5298x28225,743.319.5123x0390,Annual,Family obligation,2024-03-26,2024-04-08,2024-04-09,13,2024-03-23,Approved,2024-03-22,Email,Taylor Wagner,True,3 leaves in the past year,7,20,False,Good,Requires follow-up,None,Owens PLC
2a76a122-1c12-4cd7-95a1-a480e9ba0ac2,John Johnson,36,Female,IT,Insurance account manager,Shannon Smith,234-371-7801x006,+1-896-370-9458x0417,Maternity,Medical treatment,2023-08-13,2023-08-15,2023-08-16,2,2023-08-10,Approved,2023-08-10,Phone call,Yolanda Cole,False,2 leaves in the past year,14,15,True,Good,Reviewed,lot.png,Martin-Decker
8276051f-2b93-4e1a-847d-50d8e4bb8810,Melissa Sanchez,40,Other,IT,Paramedic,Austin Miller,+1-395-385-8994x79215,693-221-5758x1068,Sick,Medical treatment,2024-02-01,2024-02-07,2024-02-08,6,2024-01-27,Approved,2024-01-28,Phone call,Alicia Baker,True,2 leaves in the past year,15,24,False,Good,Requires follow-up,close.jpeg,White and Sons
4d6f3416-19a4-43bb-8810-eb7ac0538c84,Christopher Strong,31,Female,Marketing,Building services engineer,Jenna Bates,001-822-692-9698x354,001-580-519-9895,Sick,Vacation travel,2023-08-22,2023-09-07,2023-09-08,16,2023-08-19,Approved,2023-08-21,Phone call,Melissa Malone,False,3 leaves in the past year,27,11,False,Good,Reviewed,None,Wright PLC
33d74fbf-aa42-4bd4-b674-f31f76f3f6a4,Joseph Fritz,63,Female,Sales,Licensed conveyancer,David Carlson,+1-891-772-1710x30363,001-793-858-2760x7961,Maternity,Vacation travel,2023-07-25,2023-07-26,2023-07-27,1,2023-07-16,Denied,2023-07-21,Phone call,Dr. Jonathan Scott,False,4 leaves in the past year,21,13,True,Good,No comments,None,Cole-Fuller
0e21c281-0309-43fc-8cba-afbdf2806618,James Scott,26,Female,Sales,Maintenance engineer,Erin Lee MD,905.570.6835x75923,346.973.2639x998,Paternity,Family obligation,2023-10-28,2023-11-22,2023-11-23,25,2023-10-20,Denied,2023-10-25,Email,Taylor Cisneros,False,2 leaves in the past year,29,27,False,Good,No comments,None,Jackson-Campbell
3f32245f-f440-4cd4-9bd4-68753e241da4,Jason Phillips,65,Other,Marketing,"Teacher, English as a foreign language",Jason Williams,274.397.1529,716.742.8386,Annual,Family obligation,2024-04-17,2024-05-08,2024-05-09,21,2024-04-13,Approved,2024-04-13,Email,Nancy Clements,True,1 leaves in the past year,20,23,False,Good,No comments,None,"Figueroa, Brown and Arnold"
4b1cb128-57c5-42d0-9376-4f54442035f2,Robert Nunez,30,Female,Marketing,Materials engineer,Stephen Rodriguez,+1-952-799-4365x403,819.434.1310x98231,Sick,Vacation travel,2024-03-08,2024-03-10,2024-03-11,2,2024-03-07,Approved,2024-03-06,Phone call,Edward Potter,True,3 leaves in the past year,15,21,False,Good,Requires follow-up,affect.flac,"Mclean, Jenkins and James"
52b89a58-43c2-4acb-96cf-633706922a63,Mrs. Cindy Scott,25,Male,Operations,"Embryologist, clinical",Brandy Martin,259.606.9503,+1-729-713-8530x423,Paternity,Educational course,2023-11-04,2023-11-20,2023-11-21,16,2023-10-28,Denied,2023-11-02,Phone call,John Hernandez,False,1 leaves in the past year,10,15,False,Good,No comments,boy.gif,Phillips-Franklin
e20967b6-452d-41b9-968b-2b46b3d393bb,Vanessa Williams,43,Other,Marketing,Politician's assistant,Charles Rich,001-650-416-2493x2281,001-598-213-1881x2165,Sick,Family obligation,2023-11-28,2023-12-24,2023-12-25,26,2023-11-25,Approved,2023-11-28,Email,Denise Smith,False,1 leaves in the past year,22,19,False,Good,No issues,or.txt,Mercer-Rose
2c7f55d7-756c-427e-ab34-d0fab3e97d37,Veronica Fitzgerald,27,Female,HR,Podiatrist,William Roberson,(388)617-3913x706,+1-865-689-6580x20299,Annual,Vacation travel,2024-03-07,2024-04-04,2024-04-05,28,2024-03-03,Approved,2024-03-05,Phone call,Zachary Rodriguez,False,5 leaves in the past year,21,14,True,Good,No comments,wonder.mp3,Davila-Lloyd
f03af265-6e41-414b-b74e-7b28d50b19b9,Michael Rivera,65,Other,IT,"Lecturer, higher education",Anthony Ibarra,+1-829-904-1861,422-660-0802,Annual,Educational course,2024-02-18,2024-02-29,2024-03-01,11,2024-02-15,Denied,2024-02-16,Email,Jessica Ruiz,False,0 leaves in the past year,19,11,True,Good,Reviewed,service.xls,Hunter Inc
29b8a515-1825-4dbb-9e68-e765a7e1fa6b,Alexandra Barton,29,Other,Operations,Dramatherapist,Jeffery Martin,545-270-8626x993,3224336415,Maternity,Family obligation,2023-09-20,2023-09-25,2023-09-26,5,2023-09-12,Denied,2023-09-15,Phone call,Wayne Porter,True,4 leaves in the past year,29,13,False,Good,No comments,None,"Duran, Mclean and Miller"
03b732eb-d742-41db-adf6-fcb7f08c2690,Sean Hodges,44,Other,HR,Music therapist,Danielle Johnson,726.446.0263,+1-881-446-4409x42667,Annual,Educational course,2023-08-10,2023-08-31,2023-09-01,21,2023-08-01,Approved,2023-08-10,Phone call,Brenda Noble,True,4 leaves in the past year,24,18,False,Good,No comments,None,"Campbell, Butler and Fox"
e1104fd4-71cc-4d82-9608-40bea88ace9d,Jeff Moody,59,Other,IT,Chief Strategy Officer,Jay Howe,+1-700-943-2959,974-530-1034x4128,Annual,Family obligation,2024-03-10,2024-03-14,2024-03-15,4,2024-03-03,Denied,2024-03-06,Email,William Freeman,True,2 leaves in the past year,5,17,True,Good,No comments,cover.mov,Castillo Inc
f4c0ee2c-82ab-41a6-ab61-78fddb25d0d7,Justin Proctor,56,Male,IT,Planning and development surveyor,Larry Vaughan,(863)835-2187x43505,800.757.6669x9719,Maternity,Educational course,2024-03-29,2024-04-14,2024-04-15,16,2024-03-21,Approved,2024-03-29,Phone call,Brianna Griffin,True,3 leaves in the past year,29,23,False,Good,Please update contact details,None,Hanson-Jensen
3b8248cc-6ffb-49af-af95-dff821a24d52,Tonya Lee,28,Male,Operations,Product manager,Michael Dunn,+1-463-263-1711x8020,311.828.9635x7397,Sick,Medical treatment,2023-06-04,2023-07-02,2023-07-03,28,2023-06-01,Approved,2023-06-02,Phone call,Johnny Coleman,False,4 leaves in the past year,25,18,True,Good,No comments,None,Edwards-Mitchell
962cef0a-b346-4711-b473-70a420272af2,Laura Taylor,65,Other,HR,Sports development officer,Patricia Gibbs,252.375.2981x251,825-594-7677,Paternity,Educational course,2023-11-07,2023-11-24,2023-11-25,17,2023-11-03,Denied,2023-11-04,Phone call,Kevin Doyle,False,4 leaves in the past year,2,22,True,Good,Reviewed,None,Chen Ltd
d1e27888-0d09-4147-a35c-5cd5f324f1ae,Joseph Ramirez,65,Male,Marketing,Musician,Steven Marsh,+1-524-299-5727,294.909.1751,Maternity,Educational course,2023-08-27,2023-09-26,2023-09-27,30,2023-08-17,Denied,2023-08-23,Phone call,Catherine Rollins,False,2 leaves in the past year,15,30,True,Good,Requires follow-up,None,Wagner-Young
0ced3402-069d-4289-9cb1-f27b15105bf7,Kristine Thompson DVM,22,Other,Operations,Airline pilot,Jaime Horn,+1-298-479-9401x399,402-632-7194,Sick,Family obligation,2023-07-08,2023-07-26,2023-07-27,18,2023-07-03,Denied,2023-07-08,Phone call,Paula Ruiz,False,4 leaves in the past year,1,26,True,Good,No comments,None,Frank-Kennedy
bce96896-e766-478f-a2c7-bc4938811bd5,Tracey Scott,23,Female,IT,Dentist,Rhonda Frazier,9902138037,427.302.1072x1278,Annual,Vacation travel,2023-12-24,2023-12-31,2024-01-01,7,2023-12-21,Denied,2023-12-24,Phone call,Kristen Sanchez,False,0 leaves in the past year,20,16,True,Good,Please update contact details,father.mp4,"Dixon, Black and Alexander"
